A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V,apelido,apelido_abreviado,atleta_id,clube_id,clube_nome,entrou_em_campo,foto,jogos_num,media_num,minimo_para_valorizar,nome,pontos_num,posicao_id,preco_num,rodada_id,slug,status_id,temporada,variacao_num
,,,,,,,,,,,,,,,,,,,,Rhuan Gabriel,R. Gabriel,146991,283,CRU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,,Rhuan Gabriel Rodrigues de Souza Silva,0.0,4,1.0,1,rhuan-gabriel,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Cauan Baptistella,C. Baptistella,146992,283,CRU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,,Cauan Matteo Baptistella,0.0,4,2.0,1,cauan-baptistella,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Cissé,Cissé,147088,282,CAM,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,0.0,,Mamady Cissé,0.0,4,1.0,1,cisse,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Kauã Pascini,K. Pascini,147090,282,CAM,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,0.0,,Kauã Pascini Resende,0.0,2,1.0,1,kaua-pascini,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Bruninho,Bruninho,147194,293,CAP,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,,Bruno Braga Ramos,0.0,4,3.0,1,bruninho,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,João Bezerra,J. Bezerra,147202,285,INT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,0,0.0,,João Pedro Bezerra de Oliveira Lo,0.0,5,1.0,1,joao-bezerra,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Kaiquy Luiz,K. Luiz,147287,283,CRU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,,Kaiquy Luiz Alves Vasco,0.0,3,1.0,1,kaiquy-luiz,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,William Fernando,W. Fernando,147297,283,CRU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,,William Fernando Soares de Almeida,0.0,2,1.0,1,william-fernando,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Arthur Novaes,A. Novaes,147782,263,BOT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,,Arthur Alves Novaes,0.0,4,1.0,1,arthur-novaes,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Arthur Izaque,A. Izaque,147788,263,BOT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,,Arthur Izaque Bendayan de Castro Silva,0.0,5,1.0,1,arthur-izaque,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Rafael Monti,R. Monti,147864,364,REM,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,0.0,,Rafael Monti Azpiazú,0.0,5,4.0,1,rafael-monti,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,João Vitor,J. Vitor,147883,267,VAS,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,1,0.0,,João Vitor Fonseca da Silva,0.0,5,0.82,1,joao-vitor,6,2026,-0.18
,,,7.0,,,,,,1.0,,,,2.0,,,,,,,Fábio,Fábio,37656,266,FLU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,3.8,,Fábio Deivson Lopes Maciel,5.5,1,10.68,2,fabio,7,2026,0.13
,,,,,1.0,1.0,,4.0,7.0,,,,,2.0,,,,,,Hulk,Hulk,39148,282,CAM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,3.85,,Givanildo Vieira de Souza,2.4,5,13.62,2,hulk,7,2026,-1.33
,1.0,,,,1.0,3.0,,,1.0,,,,,,,,,,,Alan Franco,A. Franco,39656,282,CAM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,0.05,,Alan Steven Franco Palma,0.2,4,5.03,2,alan-franco,7,2026,-0.66
,,,,,,,,,,,,,,,,,,,2.0,Vagner Mancini,V. Mancini,39850,280,RBB,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,2,7.51,,Vagner Carmo Mancini,6.95,6,7.8,2,vagner-mancini,7,2026,0.88
,,,,,,,,,,,,,,,,,,,,Dorival Júnior,D. Júnior,40990,264,COR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,6.6,,Dorival Silvestre Júnior,0.0,6,11.31,2,dorival-junior,7,2026,0.0
,,,,,2.0,1.0,1.0,,2.0,,,,,,,,,,,Willian,Willian,42135,284,GRE,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,2,2.45,,Willian Borges da Silva,5.2,4,5.62,2,willian,7,2026,0.82
,,,,,,,,1.0,,,,,,,,,,,,Osvaldo,Osvaldo,42222,287,VIT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,0.8,,Osvaldo Lourenço Filho,0.0,5,4.37,2,osvaldo,6,2026,0.0
,,,1.0,,,,,,,,,,6.0,,,,,,,Cássio,Cássio,42234,283,CRU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,2,-2.35,,Cássio Roberto Ramos,-2.0,1,7.97,2,cassio,7,2026,-1.72
,,,,,2.0,2.0,,,,,,,,,,,,,,Fagner,Fagner,42500,283,CRU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,2,1.2,,Fagner Conserva Lemos,1.5,2,5.67,2,fagner,6,2026,-0.37
,,,,,,,,,,,,,,,,,,,,Tite,Tite,45125,283,CRU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,2,2.76,,Adenor Leonardo Bachi,4.15,6,10.1,2,tite,7,2026,-0.2
,,,,,,,,,,,,,,,,,,,,Gabriel Leite,G. Leite,50742,294,CFC,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,,Gabriel Christoni Leite,0.0,1,3.0,2,gabriel-leite,6,2026,0.0
,,,9.0,,,,,,,,,,3.0,,,,,,,Walter,Walter,51413,2305,MIR,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,4.35,,Walter Leandro Capeloza Artune,4.5,1,6.01,2,walter,7,2026,0.45
,,,,,1.0,,,1.0,2.0,,,,,,,,,,,Everton Ribeiro,E. Ribeiro,51772,265,BAH,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,1.65,,Everton Augusto de Barros Ribeiro,1.8,4,8.07,2,everton-ribeiro,7,2026,-0.64
,,,,,2.0,1.0,,1.0,4.0,,,,,,,,,,,Alex Sandro,A. Sandro,61987,262,FLA,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,2,2.75,,Alex Sandro Lobo Silva,4.5,2,10.09,2,alex-sandro,6,2026,-0.08
,,,,,,1.0,,,,,,,,,,,,,,Ganso,Ganso,62977,266,FLU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,-0.15,,Paulo Henrique Chagas de Lima,0.0,4,4.92,2,ganso,6,2026,-0.7
,,,,,,,,,,,,,,,,,,,,Neymar,Neymar,63007,277,SAN,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,0.0,,Neymar da Silva Santos Júnior,0.0,4,19.0,2,neymar,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Rafael Tolói,R. Tolói,63008,276,SAO,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,0.0,,Rafael Toloi,0.0,3,5.0,2,rafael-toloi,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Marcos Rocha,M. Rocha,63013,284,GRE,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,0.0,,Marcos Luis Rocha Aquino,0.0,2,7.36,2,marcos-rocha,6,2026,0.0
,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,Edenílson,Edenílson,63289,284,GRE,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,2,5.25,,Edenílson Andrade dos Santos,8.0,4,7.9,2,edenilson,6,2026,1.3
,,,,,,,,,,,,,,,,,,,,Rodrigo Moledo,R. Moledo,63354,294,CFC,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,,Rodrigo Modesto da Silva Moledo,0.0,3,3.0,2,rodrigo-moledo,6,2026,0.0
,,,,,,1.0,1.0,2.0,5.0,,,,,,,,,,,Alan Patrick,A. Patrick,68685,285,INT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,2.5,,Alan Patrick Lourenço,2.0,4,7.13,2,alan-patrick,7,2026,-0.47
,,,,,1.0,5.0,,,3.0,,1.0,,,,,,,,,Eduardo,Eduardo,68708,2305,MIR,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,4.75,,Carlos Eduardo de Oliveira Alves,2.5,4,6.99,2,eduardo,6,2026,-0.37
,,,7.0,,,,,,,,,,5.0,,,,,1.0,,Neto,Neto,68806,263,BOT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,2,4.55,,Norberto Murara Neto,-1.1,1,8.37,2,neto,6,2026,-1.75
,,,,,,,,,,,,,,,,,,,,Rafael Santos,R. Santos,68822,315,CHA,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,0.0,,Rafael de Carvalho Santos,0.0,1,3.0,2,rafael-santos,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Marcelo Lomba,M. Lomba,68872,275,PAL,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,,Marcelo Lomba do Nascimento,0.0,1,4.0,2,marcelo-lomba,6,2026,0.0
,,,,,1.0,,5.0,4.0,1.0,1.0,1.0,,,,,,,,,Philippe Coutinho,P. Coutinho,68899,267,VAS,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,2,11.1,,Philippe Coutinho Correia,11.4,4,14.8,2,philippe-coutinho,7,2026,1.19
,,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,Dudu,Dudu,68920,282,CAM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,1.5,,Eduardo Pereira Rodrigues,0.5,5,7.29,2,dudu,7,2026,-0.95
,,,7.0,,,,,,,,,,2.0,,,,,,,Rafael,Rafael,68928,276,SAO,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,3.55,,Rafael Pires Monteiro,2.9,1,8.44,2,rafael,7,2026,-0.4
,,,,,1.0,3.0,,,4.0,,,,,,,,,,,Giovanni Augusto,G. Augusto,68938,315,CHA,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,1.3,,Giovanni Augusto Oliveira Cardoso,0.9,4,4.31,2,giovanni-augusto,7,2026,-0.38
,,,,,,,,,,,,,,,,,,,,Marinho,Marinho,68952,287,VIT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,,Mário Sérgio Santos Costa,0.0,5,6.0,2,marinho,6,2026,0.0
,,,,,1.0,,,1.0,,,1.0,,,,,,,,,Willian José,W. José,68996,265,BAH,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,5.15,,Willian José da Silva,0.8,5,11.54,2,willian-jose,7,2026,-1.61
,,,5.0,,,,,,,,,,,,,,,1.0,,Santos,Santos,69012,293,CAP,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,1,11.5,,Aderbar Melo dos Santos Neto,0.0,1,10.58,2,santos,7,2026,0.0
,2.0,,,,1.0,2.0,,2.0,3.0,,,,,,,,,,,Allan,Allan,69140,263,BOT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,2,1.0,,Allan Marques Loureiro,-0.8,4,4.88,2,allan,7,2026,-1.01
,,,,,,1.0,,,,,,,,,,,,,,Gabriel Paulista,G. Paulista,69208,264,COR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,-0.3,,Gabriel Armando de Abreu,0.0,3,8.08,2,gabriel-paulista,7,2026,0.0
,,,,,,,,,,,,,,,,,,,,Danilo,Danilo,69783,262,FLA,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,,Danilo Luiz da Silva,0.0,3,8.0,2,danilo,6,2026,0.0
1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,Lucas Moura,L. Moura,70164,276,SAO,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,3.2,,Lucas Rodrigues Moura da Silva,6.7,4,10.31,2,lucas-moura,6,2026,0.6
,,,,,1.0,,2.0,,2.0,,,,,,,,,,,Eduardo Sasha,E. Sasha,70360,280,RBB,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,2,2.45,,Eduardo Colcenti Antunes,1.0,5,6.4,2,eduardo-sasha,7,2026,-0.69
,,,3.0,,,,,,1.0,,,,5.0,,,,,1.0,,Gabriel,Gabriel,70449,287,VIT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,2.2,,Gabriel Vasconcelos Ferreira,-2.4,1,5.6,2,gabriel,6,2026,-1.69
,,,,,,,,,,,,,,,,,,,,Felipe Anderson,F. Anderson,70592,275,PAL,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,,Felipe Anderson Pereira Gomes,0.0,4,9.0,2,felipe-anderson,5,2026,0.0
,,,,,4.0,2.0,,,1.0,,,,,,,,,,,Marllon,Marllon,70666,364,REM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,2,2.95,,Marllon Gonçalves Jerônimo Borges,2.4,3,5.24,2,marllon,7,2026,-0.08
,,,,,,,,,,,,,,,,,,,,Jorge Sampaoli,J. Sampaoli,70800,282,CAM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,3.22,,Jorge Sampaoli,2.63,6,8.25,2,jorge-sampaoli,7,2026,-0.45
,,,,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,Bruno Henrique,B. Henrique,70944,285,INT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,1.8,,Bruno Henrique Corsini,1.4,4,5.31,2,bruno-henrique,6,2026,-0.37
1.0,,,,,,,,,1.0,,2.0,,,,,,,,,Jean Carlos,J. Carlos,70958,315,CHA,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,10.75,,Jean Carlos Vicente,8.5,4,8.93,2,jean-carlos,6,2026,1.1
,1.0,,14.0,,,,,,2.0,,,,3.0,,,,,,,Léo Vieira,L. Vieira,71043,315,CHA,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,7.6,,Leonardo da Silva Vieira,13.0,1,5.6,2,leo-vieira,7,2026,3.19
,,,,,3.0,,,,8.0,,,,,,,,,,,Thiago Mendes,T. Mendes,71123,267,VAS,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,2,4.25,,Thiago Henrique Mendes Ribeiro,4.0,4,7.39,2,thiago-mendes,7,2026,0.08
,,,,,1.0,1.0,,,1.0,,,,,,,,,,,Maicon,Maicon,71227,294,CFC,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,2,0.85,,Maicon Pereira Roque,0.0,3,4.07,2,maicon,7,2026,-0.62
,,,,,,,,,,,,,,,,,,,,Luiz Gustavo,L. Gustavo,71536,293,CAP,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,,Luiz Gustavo Dias,0.0,4,6.0,2,luiz-gustavo,6,2026,0.0
,,,5.0,,,,,,,,,,5.0,,,,,,,Weverton,Weverton,71631,284,GRE,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,2,0.75,,Weverton Pereira da Silva,-1.7,1,6.9,2,weverton,7,2026,-1.59
,,,,,1.0,3.0,,1.0,2.0,,1.0,,,,,,,,,Gustavo Gómez,G. Gómez,71684,275,PAL,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,2,5.2,,Gustavo Raúl Gómez Portillo,8.5,3,12.15,2,gustavo-gomez,7,2026,0.85
,,,,,,,,,,,,,,,,,,,,Cuéllar,Cuéllar,71709,284,GRE,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,,Gustavo Leonardo Cuellar Gallego,0.0,4,5.0,2,cuellar,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Tiago Volpi,T. Volpi,72018,280,RBB,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,,Tiago Luis Volpi,0.0,1,8.0,2,tiago-volpi,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Thomazella,Thomazella,72279,2305,MIR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,,Carlos Eduardo Lecciolle Thomazella,0.0,1,2.0,2,thomazella,6,2026,0.0
,,,8.0,,,,,,1.0,,,,3.0,,,,,,,Everson,Everson,72294,282,CAM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,3.95,,Everson Felipe Marques Pires,4.2,1,10.08,2,everson,7,2026,-0.22
,,,,,,,,,,,,,,,,,,,,Fernando Diniz,F. Diniz,72391,267,VAS,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,2,4.86,,Fernando Diniz Silva,5.73,6,8.43,2,fernando-diniz,7,2026,0.48
,,,,,2.0,2.0,,,,,,,,,,,,,,Bernard,Bernard,72460,282,CAM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,1.2,,Bernard Anício Caldeira Duarte,3.0,4,4.93,2,bernard,7,2026,0.23
,,,,,3.0,2.0,,,,,,,,,1.0,,,1.0,,Alex Telles,A. Telles,72493,263,BOT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,2,3.95,,Alex Nicolao Telles,-0.1,2,10.86,2,alex-telles,7,2026,-1.76
,,,,,,,,,,,,,,,,,,,,Vitor Hugo,V. Hugo,72605,282,CAM,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,0.0,,Vitor Hugo Franchescoli de Souza,0.0,3,7.0,2,vitor-hugo,7,2026,0.0
,1.0,,,,2.0,,,,,,,,,,,,,,,Mercado,Mercado,72951,285,INT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,1,2.0,,Gabriel Iván Mercado,2.0,3,4.96,2,mercado,7,2026,-0.04
,,,,,,,,,,,,,,,,,,,,Daniel Borges,D. Borges,73318,2305,MIR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,,Daniel Fortunato Borges,0.0,2,4.0,2,daniel-borges,5,2026,0.0
,,,,,4.0,1.0,,,3.0,,,,,,,,,,,Samuel Xavier,S. Xavier,73384,266,FLU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,3.6,,Samuel Xavier Brito,3.5,2,8.45,2,samuel-xavier,7,2026,-0.21
,,,,,,,,,,,,,,,,,,,1.0,Gilmar Dal Pozzo,G. Pozzo,73481,315,CHA,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,5.81,,Gilmar Dal Pozzo,3.66,6,5.44,2,gilmar-dal-pozzo,7,2026,0.2
,,,,,,,,,,,,,,,,,,,,Juan Carlos Osorio,J. Osorio,73717,364,REM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,2,3.91,,Juan Carlos Osorio Arbeláez,5.85,6,6.45,2,juan-carlos-osorio,7,2026,0.85
,,,,,,,,,,,,,,,,,,,,Rincón,Rincón,74187,277,SAN,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,0.0,,Tomás Eduardo Rincón Hernández,0.0,4,4.0,2,rincon,6,2026,0.0
,,,,,2.0,1.0,,,1.0,,,,,,,,,,,Carrillo,Carrillo,77485,264,COR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,3.2,,André Martín Carrillo Díaz,0.0,4,6.85,2,carrillo,7,2026,0.0
,,,,,1.0,,,1.0,,,,,,,,,,,,Cédric Soares,C. Soares,77656,276,SAO,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,2.3,,Cédric Ricardo Alves Soares,0.0,2,5.72,2,cedric-soares,6,2026,0.0
,1.0,,,,4.0,2.0,,2.0,1.0,,,,,,,,,,,João Schmidt,J. Schmidt,77777,277,SAN,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2,3.25,,João Felipe Schmidt Urbano,3.3,4,6.11,2,joao-schmidt,7,2026,0.08
,,,,,,,,,2.0,,,,,1.0,,,,,,Everaldo,Everaldo,78117,265,BAH,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,1,0.9,,Everaldo Stum,0.0,5,4.41,2,everaldo,6,2026,0.0
,,,,,5.0,1.0,1.0,1.0,,,,,,,,,,,,Gustavo Henrique,G. Henrique,78248,264,COR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,9.2,,Gustavo Henrique Vernes,0.0,3,11.41,2,gustavo-henrique,7,2026,0.0
,,,,,1.0,1.0,,,1.0,,,,,,,,,,,Vitinho,Vitinho,78435,264,COR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,1.7,,Victor Vinícius Coelho dos Santos,0.0,5,5.51,2,vitinho,6,2026,0.0
1.0,,,,,6.0,2.0,1.0,,2.0,,,,,,,,,,,Renê,Renê,78445,266,FLU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,7.8,,Renê Rodrigues Martins,8.2,2,8.66,2,rene,7,2026,1.16
,,,,,,,,,,,,,,,,,,,,Willian Arão,W. Arão,78478,277,SAN,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,0.0,,Willian Souza Arão da Silva,0.0,4,7.0,2,willian-arao,5,2026,0.0
