A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V,apelido,apelido_abreviado,atleta_id,clube_id,clube_nome,entrou_em_campo,foto,jogos_num,media_num,minimo_para_valorizar,nome,pontos_num,posicao_id,preco_num,rodada_id,slug,status_id,temporada,variacao_num
,,,,,2.0,,,1.0,2.0,,,,,,,,,,,Negueba,Negueba,98384,2305,MIR,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,4.8,,Luiz Henrique Soares Firmino,4.8,5,6.59,1,negueba,7,2026,0.59
,,,,,,,,,,,,,,,,,,,,Kanu,Kanu,98484,265,BAH,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,0,0.0,,Victor Hugo Soares dos Santos,0.0,3,4.0,1,kanu,6,2026,0.0
,1.0,,,,,3.0,,,,,1.0,,,,,,,,,Jean Lucas,J. Lucas,98517,265,BAH,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,1,6.1,,Jean Lucas de Souza Oliveira,6.1,4,9.5,1,jean-lucas,7,2026,0.5
,,,,,,,,,1.0,,,,,,,,,,,Savarino,Savarino,98672,266,FLU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,1,0.5,,Jefferson David Savarino Quintero,0.5,4,8.36,1,savarino,6,2026,-1.64
,,,,,,,,,,,,,,,,,,,,Angileri,Angileri,98720,264,COR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,0.0,,Fabrizio Germán Angileri - Fabricio,0.0,2,4.0,1,angileri,6,2026,0.0
,,,,,4.0,,,,1.0,,,,,,,,,,,Samuel Lino,S. Lino,98873,262,FLA,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,1,6.5,,Samuel Dias Lino,6.5,5,9.64,1,samuel-lino,2,2026,0.64
,,,,,1.0,1.0,,1.0,,,,,,2.0,,,,,,Cuello,Cuello,98909,282,CAM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,1,1.8,,Tomás Esteban Cuello,1.8,5,6.36,1,cuello,6,2026,-0.64
,,,,,,,,,,,,,,,,,,,,Rodrigo Rodrigues,R. Rodrigues,99147,2305,MIR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,,Rodrigo Antonio Rodrigues,0.0,5,4.0,1,rodrigo-rodrigues,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Vegetti,Vegetti,99198,267,VAS,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,,Pablo Vegetti,0.0,5,11.0,1,vegetti,6,2026,0.0
1.0,,,,,1.0,,,,,,,,,1.0,,,,,,Puma Rodríguez,P. Rodríguez,99213,267,VAS,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,1,6.4,,José Luis Rodríguez Bebanz,6.4,2,6.34,1,puma-rodriguez,2,2026,1.34
,,,,,,,,,,,,,,,,,,,,De la Cruz,D. Cruz,99228,262,FLA,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,,Diego Nicolás de la Cruz Arcosa,0.0,4,8.0,1,de-la-cruz,6,2026,0.0
,,,,,1.0,1.0,,,,,,,,,,,,1.0,,Alexander Barboza,A. Barboza,99274,263,BOT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,1,6.2,,Alexander Nahuel Barboza Ullúa,6.2,3,11.17,1,alexander-barboza,7,2026,0.17
,,,,,,,,,,,,,,,,,,,1.0,Luis Zubeldía,L. Zubeldía,99366,266,FLU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,1,5.55,,Luis Francisco Zubeldía,5.55,6,9.31,1,luis-zubeldia,6,2026,0.31
,1.0,,,,2.0,2.0,,,3.0,,1.0,,,,,,,,,Baralhas,Baralhas,99440,287,VIT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,10.9,,Gabriel Baralhas dos Santos,10.9,4,8.73,1,baralhas,7,2026,2.73
,,,2.0,,,,,,,,,,2.0,,,,,,,Rossi,Rossi,99552,262,FLA,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,1,0.6,,Agustín Daniel Rossi,0.6,1,7.57,1,rossi,7,2026,-1.43
,,,,,,,,,,,,,,,,,,,,Brenner,Brenner,99789,267,VAS,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,,Brenner Souza da Silva,0.0,5,8.0,1,brenner,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Paulinho,Paulinho,99818,275,PAL,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,,Paulo Henrique Sampaio Filho,0.0,5,15.0,1,paulinho,5,2026,0.0
,,,,,2.0,1.0,,,1.0,,,,,,,,,,,Alan Franco,A. Franco,99889,276,SAO,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,3.2,,Alan Javier Franco,3.2,3,6.85,1,alan-franco,7,2026,-0.15
,,,,,,,,,,,,,,,,,,,,Igor Gomes,I. Gomes,100084,282,CAM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,1,0.0,,Igor Silveira Gomes,0.0,4,6.55,1,igor-gomes,2,2026,-1.45
,1.0,,,,3.0,1.0,,,,,,,,,,,,,,Léo Andrade,L. Andrade,100342,364,REM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,3.2,,Leonardo de Andrade Silva,3.2,3,4.39,1,leo-andrade,7,2026,0.39
,,,,,,,,1.0,,,,,,1.0,,,,,,Yuri Alberto,Y. Alberto,100652,264,COR,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,0.7,,Yuri Alberto Monteiro da Silva,0.7,5,15.79,1,yuri-alberto,6,2026,-3.21
,,,,,,,,,,,,,,,,,,,,Fernando,Fernando,100695,280,RBB,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,,Fernando dos Santos Pedro,0.0,5,3.0,1,fernando,6,2026,0.0
,,,,,1.0,,,,,,,,,,,,,,,Matheus Henrique,M. Henrique,100742,283,CRU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,1,1.5,,Matheus Henrique de Souza,1.5,4,7.07,1,matheus-henrique,6,2026,-0.93
,1.0,,,,,1.0,,,,,,,,,,,,,,Ruan,Ruan,100842,282,CAM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,1,-1.3,,Ruan Tressoldi Netto,-1.3,3,4.45,1,ruan,7,2026,-1.55
,,,,,,,,,,,,,,,,,,,,Luan Cândido,L. Cândido,100848,287,VIT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,,Luan Cândido de Almeida,0.0,2,5.0,1,luan-candido,6,2026,0.0
,,,,,1.0,1.0,,,3.0,,,,,,,,,1.0,,Vitinho,Vitinho,100898,263,BOT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,1,7.7,,Victor Alexander da Silva,7.7,2,10.06,1,vitinho,7,2026,1.06
,,,,,,,,,,,,,,,,,,,,Ronald Lopes,R. Lopes,100969,287,VIT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,,Ronald dos Santos Lopes,0.0,4,5.0,1,ronald-lopes,6,2026,0.0
,1.0,,,,,2.0,,,,,1.0,,,,,,,,,Nonato,Nonato,100987,266,FLU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,1,6.4,,Gustavo Nonato Santana,6.4,4,7.15,1,nonato,7,2026,1.15
,,,,,,,,,,,,,,,,,,,,Júnior Santos,J. Santos,101002,282,CAM,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,0.0,,José Antonio dos Santos Júnior,0.0,5,5.0,1,junior-santos,6,2026,0.0
,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,Alef Manga,A. Manga,101254,364,REM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,0.9,,Alef Mangueira Severino Pereira,0.9,5,4.41,1,alef-manga,7,2026,-0.59
,,,,,,,,,,,,,,,,,,,,Ferreira,Ferreira,101290,276,SAO,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,0.0,,Aldemir dos Santos Ferreira,0.0,5,8.0,1,ferreira,6,2026,0.0
,,,,,1.0,,1.0,,3.0,,,,,,,,1.0,,,Ademir,Ademir,101314,265,BAH,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,1,5.2,,Ademir da Silva Santos Júnior,5.2,5,8.37,1,ademir,7,2026,0.37
,,,,,,,,,,,,,,,,,,,,Guga,Guga,101319,266,FLU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,,Cláudio Rodrigues Gomes,0.0,2,6.0,1,guga,6,2026,0.0
,,,,,2.0,,,,,,,,,,,,,,,Eduardo Doma,E. Doma,101393,315,CHA,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,1,3.0,,Eduardo Vinícius Domachowski,3.0,3,2.69,1,eduardo-doma,7,2026,0.69
,,,,,3.0,1.0,,,,,,,,,,,,,,Wallisson,Wallisson,101405,294,CFC,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,1,4.2,,Wallisson Luiz Alves Máximo,4.2,4,3.93,1,wallisson,6,2026,0.93
,,,,,,,,,,,,,,,,,,,,Marcelo Pitaluga,M. Pitaluga,101478,266,FLU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,,Marcelo de Araújo Pitaluga Filho,0.0,1,3.0,1,marcelo-pitaluga,6,2026,0.0
,,,4.0,,,,,,,,,,2.0,,1.0,,,,,Hugo Souza,H. Souza,101574,264,COR,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,2.2,,Hugo de Souza Nogueira,2.2,1,9.77,1,hugo-souza,6,2026,-1.23
,,,,,,,,,,,,,,,,,,,,Hugo Moura,H. Moura,101594,267,VAS,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,,Hugo Moura Arruda da Silva,0.0,4,4.0,1,hugo-moura,6,2026,0.0
,1.0,,,,,1.0,,,2.0,,,,,,,,,1.0,,Ramon,Ramon,101597,287,VIT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,4.7,,Ramon Ramos Lima,4.7,2,5.74,1,ramon,7,2026,0.74
,,,,,,,,,,,,,,,,,,,,Alerrandro,Alerrandro,101715,285,INT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,0,0.0,,Alerrandro Barra Mansa Realino de Souza,0.0,5,9.0,1,alerrandro,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Marrony,Marrony,101717,364,REM,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,0.0,,Marrony da Silva Liberato,0.0,5,4.0,1,marrony,6,2026,0.0
,1.0,,,,4.0,3.0,,1.0,,,,,,1.0,,,,,,Matheuzinho,Matheuzinho,101727,264,COR,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,4.8,,Matheus França Silva,4.8,2,11.5,1,matheuzinho,6,2026,-0.5
,,,,,,,,,,,,,,,,,,,,Fabinho,Fabinho,101729,294,CFC,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,,Fabio Augusto Luciano da Silva,0.0,5,3.0,1,fabinho,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Claudinho,Claudinho,101752,287,VIT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,,Claudio Coelho Salvático,0.0,2,4.0,1,claudinho,5,2026,0.0
,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,Willian Machado,W. Machado,101908,2305,MIR,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,0.0,,Willian Estefani Machado,0.0,3,4.09,1,willian-machado,7,2026,-0.91
,,,,,,1.0,,1.0,3.0,,,,,1.0,,,,,,Vitinho,Vitinho,101960,285,INT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,1,1.9,,Vitor Hugo Naum dos Santos,1.9,5,6.39,1,vitinho,7,2026,-0.61
,,,,,2.0,,,1.0,3.0,,,,,,,,,,,Piquerez,Piquerez,102130,275,PAL,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,1,5.3,,Joaquín Piquerez Moreira,5.3,2,10.04,1,piquerez,7,2026,0.04
,,,,,,,,,,,,,,,,,,,,Vitor Eudes,V. Eudes,102137,266,FLU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,,Vitor Eudes de Souza Costa,0.0,1,2.0,1,vitor-eudes,6,2026,0.0
,,,,,,,1.0,1.0,1.0,,,,,,,,,,,Rollheiser,Rollheiser,102256,277,SAN,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,2.5,,Benjamín Rollheiser,2.5,4,8.24,1,rollheiser,2,2026,-0.76
,,,,,,,,,,,,,,,,,,,,Caio Paulista,C. Paulista,102318,284,GRE,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,,Caio Fernando de Oliveira,0.0,2,5.0,1,caio-paulista,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Cacá,Cacá,102340,264,COR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,0.0,,Carlos de Menezes Júnior,0.0,3,5.0,1,caca,5,2026,0.0
,,,,,,,,,,,,,,,,,,,,Mastriani,Mastriani,102561,293,CAP,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,,Gonzalo Mathías Mastriani Borges,0.0,5,4.0,1,mastriani,6,2026,0.0
,1.0,,,,,2.0,,1.0,,,,,,1.0,,,,,,Nathan Fogaça,N. Fogaça,102667,2305,MIR,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,-0.9,,Nathan Uiliam Fogaça - Uilian,-0.9,5,2.96,1,nathan-fogaca,6,2026,-1.04
,,,,,,,,1.0,,,,,,,,,,,,Julimar,Julimar,102796,293,CAP,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,1,0.8,,Julimar Silva Oliveira Júnior,0.8,5,3.55,1,julimar,6,2026,-0.45
,,,,,,,,,,,,,,,,,,,,Anderson,Anderson,102906,315,CHA,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,0.0,,Anderson Silva da Paixão,0.0,1,3.0,1,anderson,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Luan Vinícius,L. Vinícius,102909,276,SAO,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,0.0,,Luan Vinícius da Silva Santos,0.0,4,4.0,1,luan-vinicius,6,2026,0.0
,1.0,,,,1.0,3.0,,,1.0,,,,,,,,,,,Zé Ricardo,Z. Ricardo,102911,364,REM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,0.1,,José Ricardo Araújo Fernandes,0.1,4,2.49,1,ze-ricardo,7,2026,-0.51
,,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,Canobbio,Canobbio,102928,266,FLU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,1,5.7,,Agustín Canobbio Graviz,5.7,5,8.54,1,canobbio,7,2026,0.54
,,,,,,,,,,,,,,,,,,,,Escobar,Escobar,102975,277,SAN,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,0.0,,Gonzalo Daniel Escobar,0.0,2,6.0,1,escobar,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Laquintana,Laquintana,103014,280,RBB,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,,Ignacio Jesús Laquintana Marsico - Nacho,0.0,5,4.0,1,laquintana,6,2026,0.0
,1.0,,,,,,,,,,,,4.0,,1.0,,,,,Gabriel Brazão,G. Brazão,103056,277,SAN,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,-6.0,,Gabriel Nascimento Rezende Brazão - Resende,-6.0,1,6.08,1,gabriel-brazao,7,2026,-3.92
,,,,,,,,,,,,,,,,,,,,Chris Ramos,C. Ramos,103179,263,BOT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,,Christopher Ramos de la Flor,0.0,5,7.0,1,chris-ramos,5,2026,0.0
,,,,,,,,,,,,,,,,,,,,Andrew,Andrew,103183,262,FLA,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,,Andrew da Silva Ventura,0.0,1,3.0,1,andrew,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Eric Ramires,E. Ramires,103295,280,RBB,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,,Eric dos Santos Rodrigues,0.0,4,5.0,1,eric-ramires,7,2026,0.0
,,,,,,,,,,,,,,,,,,,,Emmanuel Martínez,E. Martínez,103388,287,VIT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,,Leandro Emmanuel Martínez,0.0,4,5.0,1,emmanuel-martinez,6,2026,0.0
,,,,,,,,3.0,,,,,,2.0,,,,,,Kaio Jorge,K. Jorge,103445,283,CRU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,1,2.2,,Kaio Jorge Pinto Ramos,2.2,5,14.68,1,kaio-jorge,7,2026,-2.32
,,,,,,,,,,,,,,,,,,,,Ignácio,Ignácio,103523,266,FLU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,,Ignácio da Silva Oliveira,0.0,3,6.0,1,ignacio,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Gabriel Fuentes,G. Fuentes,103672,266,FLU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,,Gabriel Rafael Fuentes Gómez,0.0,2,4.0,1,gabriel-fuentes,6,2026,0.0
,1.0,,,,2.0,,2.0,3.0,4.0,,1.0,,,1.0,,,,,,Gabriel Menino,G. Menino,103767,277,SAN,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,16.7,,Gabriel Vinícius Menino,16.7,4,10.77,1,gabriel-menino,7,2026,4.77
,,,,,,,,,,,,,,,,,,,1.0,Hernán Crespo,H. Crespo,103912,276,SAO,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,7.59,,Hernán Jorge Crespo,7.59,6,8.39,1,hernan-crespo,7,2026,1.39
,,,,,4.0,2.0,,,,,1.0,,,,,,,,,Higor Meritão,H. Meritão,103987,315,CHA,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,1,13.4,,Higor Matheus Meritão,13.4,4,7.97,1,higor-meritao,6,2026,3.97
,,,,,,,,,,,,,,,,,,,1.0,Rafael Guanaes,R. Guanaes,104027,2305,MIR,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,4.8,,Rafael Silva Guanaes,4.8,6,6.59,1,rafael-guanaes,7,2026,0.59
,,,,,3.0,1.0,,,2.0,,,,,,,,,,,Sabino,Sabino,104075,276,SAO,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,5.2,,José Sabino Chagas Monteiro,5.2,3,5.91,1,sabino,7,2026,0.91
,,,1.0,,,,,,,,,,2.0,,,,,,,Carlos Miguel,C. Miguel,104084,275,PAL,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,1,-0.7,,Carlos Miguel dos Santos Pereira,-0.7,1,7.12,1,carlos-miguel,7,2026,-1.88
,,,,,,,,,,,,,,,,,,,,Bruno Fuchs,B. Fuchs,104085,275,PAL,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,,Bruno de Lara Fuchs,0.0,3,8.0,1,bruno-fuchs,7,2026,0.0
,,,,,,,,,,,,,,,,,,,,Lucas Arcanjo,L. Arcanjo,104118,287,VIT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,,Lucas Willians Assis Arcanjo,0.0,1,4.0,1,lucas-arcanjo,5,2026,0.0
,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,Fabri,Fabri,104134,287,VIT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,5.4,,Fabrício do Rosário dos Santos,5.4,5,5.17,1,fabri,6,2026,1.17
,,,,,,,,,,,,,,,,,,,,Raul,Raul,104191,263,BOT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,,Raul Jonas Steffens,0.0,1,3.0,1,raul,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Edson Carioca,E. Carioca,104204,2305,MIR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,,Edson Guilherme Mendes dos Santos,0.0,5,5.0,1,edson-carioca,5,2026,0.0
,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,João Lucas,J. Lucas,104257,364,REM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,2.2,,João Lucas de Almeida Carvalho,2.2,2,4.86,1,joao-lucas,7,2026,-0.14
,,,,,,1.0,,,,,,,,,,,,,,Dudu,Dudu,104330,287,VIT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,-0.3,,Eduardo Marcelo Rodrigues Nunes,-0.3,4,3.17,1,dudu,6,2026,-0.83
,,,,,2.0,1.0,,,,,,,,,,,,,,Everton,Everton,104470,315,CHA,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,1,2.7,,Everton Souza da Cruz,2.7,2,3.4,1,everton,6,2026,0.4
,,,,,1.0,1.0,,,,,,,,,,,,,,Christian,Christian,104502,283,CRU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,1,1.2,,Christian Roberto Alves Cardoso,1.2,4,7.78,1,christian,6,2026,-1.22
